Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57193169439,57193169439,"The outside meaning of ""eating right"" in Mexico","Solana, M.C.S.",1.0,57193169439,2016.0,2016-01-01,Salud Colectiva,12,4,575-588,-,ISSN-16692381,17500155111.0,Journal,Universidad Nacional de Lanos,Spanish,0.49,63,0.6,80,0.198,77,0.28,19.0,2.0,0.15,6.7,67.0,65.0,0.0,0.0,"Solana, M.C.S. (2016).The outside meaning of ""eating right"" in Mexico. Salud Colectiva,12(4) 575-588",https://www.scopus.com/record/display.url?eid=2-s2.0-85011392001&origin=resultslist,10.18294/sc.2016.1103,Article,Gold|Green,2-s2.0-85011392001,28273264,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,57193169439,57193169439,Mexico,1.0,2719| 2739,"Health Policy| Public Health, Environmental and Occupational Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,44| 42| 38,Human Society| Health Sciences| Economics,3801| 4401| 4206,Applied economics| Anthropology| Public health,-,Olfactory and Drug Delivery Innovations in Health,800,58.208,Social Dynamics of Food Consumption and Health,26306,35.542,Very Good,2016.0,2.0,N/A,"Solana, M.C.S.",Universidad Autónoma Metropolitana,Mexico,0
