Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57219565458,57219565458,Reconstructing human pancreatic islet architectures using computational optimization,"Félix-Martínez, G.J.| N. Mata, A.| Godínez-Fernández, J.R.",3.0,56326366800| 57219565458| 6505991168,2020.0,2020-01-01,Islets,12,6,121-133,-,ISSN-19382014,19700174944.0,Journal,"Bellwether Publishing, Ltd.",English,0.74,48,4,46,0.818,44,0.28,5.0,13.0,0.71,12.63,34.0,37.0,0.0,0.0,"Félix-Martínez, G.J., N. Mata, A., Godínez-Fernández, J.R. (2020).Reconstructing human pancreatic islet architectures using computational optimization. Islets,12(6) 121-133",https://www.scopus.com/record/display.url?eid=2-s2.0-85093939197&origin=resultslist,10.1080/19382014.2020.1823178,Article,Hybrid gold|Green,2-s2.0-85093939197,33090076,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Government| Academic,2.0,60027998| 60014923,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Autónoma Metropolitana",56326366800,6505991168,56326366800,-,Mexico,1.0,1310| 2712,"Endocrinology| Endocrinology, Diabetes and Metabolism",5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3202,Clinical sciences,-,Diabetes and Beta Cell Function,179,62.721,Calcium Dynamics and Insulin Release Mechanisms,14815,77.521,Very Good,2020.0,13.0,N/A,"Félix-Martínez, G.J.| N. Mata, A.| Godínez-Fernández, J.R.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,Mexico,0
