Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218908606,57218908606,"“If You Really Want to Hit Someone, Don’t Call Us, Call Us after You Hit Them and Leave.” Taking the Law into Own Hands in Mexico City","Pérez, E.G.",1.0,57218908606,2020.0,2020-01-01,Revista de Estudios Sociales,2020,73,73-82,-,ISSN-0123885X,5600155076.0,Journal,"Universidad de los Andes, Bogota Colombia",Spanish,1.02,31,0.8,16,0.196,24,0.78,14.0,0.0,0.0,3.83,83.0,78.0,0.0,0.0,"Pérez, E.G. (2020).“If You Really Want to Hit Someone, Don’t Call Us, Call Us after You Hit Them and Leave.” Taking the Law into Own Hands in Mexico City. Revista de Estudios Sociales,2020(73) 73-82",https://www.scopus.com/record/display.url?eid=2-s2.0-85090715064&origin=resultslist,10.7440/res73.2020.06,Article,Gold|Green,2-s2.0-85090715064,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,57218908606,57218908606,Mexico,1.0,1201| 1202| 3300| 3312| 3316| 3318,Arts and Humanities (miscellaneous)| History| General Social Sciences| Sociology and Political Science| Cultural Studies| Gender Studies,3| 1,Social Sciences & Management| Arts & Humanities,126| 342| 311,History| Sociology| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,44,Human Society,4402| 4401| 4410,Criminology| Anthropology| Sociology,-,Additive Manufacturing and Material Properties,270,96.664,Framework for Decision-Making in Additive Manufacturing,69796,70.805,Defensible,2020.0,0.0,N/A,"Pérez, E.G.",Universidad Autónoma Metropolitana,Mexico,0
