Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57202206358,57202206358,"Type testing of a locally made LiF:Mg,Ti + PTFE TLD for its use as a personal dosimeter","Azorín, J.| Torijano, E.| Azorín, C.",3.0,7101727294| 57202206358| 35279491000,2018.0,2018-11-01,Applied Radiation and Isotopes,141,-,246-249,-,ISSN-09698043,40907.0,Journal,Elsevier Ltd,English,1.09,26,2.1,47,0.543,40,0.55,14.0,4.0,0.0,7.34,58.0,74.0,0.0,0.0,"Azorín, J., Torijano, E., Azorín, C. (2018).Type testing of a locally made LiF:Mg,Ti + PTFE TLD for its use as a personal dosimeter. Applied Radiation and Isotopes,141246-249",https://www.scopus.com/record/display.url?eid=2-s2.0-85047412966&origin=resultslist,10.1016/j.apradiso.2018.05.006,Article,,2-s2.0-85047412966,29843989,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60028381| 60019176,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional,7101727294,35279491000,7101727294,-,Mexico,1.0,3108,Radiation,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,32,Biomedical And Clinical Sciences,3202| 3211,Clinical sciences| Oncology and carcinogenesis,-,Thermoluminescence Properties of Advanced Phosphors,1292,15.37,Thermoluminescence Properties in Dosimetry Applications,5044,92.234,Defensible,2018.0,4.0,N/A,"Azorín, J.| Torijano, E.| Azorín, C.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
