Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57545418700,57545418700,Effects of spin-orbit coupling on actinium under pressure,"Rubio-Ponce, A.| Rivera, J.| Olguí n, D.",3.0,6602371524| 57545418700| 56492718300,2015.0,2015-04-01,Physica Status Solidi (B) Basic Research,252,4,695-700,-,ISSN-03701972,29140.0,Journal,Wiley-VCH Verlag,English,0.69,48,2.7,38,0.665,31,0.1,8.0,1.0,0.12,8.69,72.0,66.0,0.0,0.0,"Rubio-Ponce, A., Rivera, J., Olguí n, D. (2015).Effects of spin-orbit coupling on actinium under pressure. Physica Status Solidi (B) Basic Research,252(4) 695-700",https://www.scopus.com/record/display.url?eid=2-s2.0-84926520731&origin=resultslist,10.1002/pssb.201451569,Article,,2-s2.0-84926520731,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Instituto Politécnico Nacional,6602371524,56492718300,6602371524,-,Mexico,1.0,2504| 3104,"Electronic, Optical and Magnetic Materials| Condensed Matter Physics",4,Natural Sciences,433| 439,Materials Science| Physics & Astronomy,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,5104| 4018,Condensed matter physics| Nanotechnology,-,Fuel Cells and Polymer Electrolytes,79,97.646,Crystal Structure Innovations in Metal Nanoparticles,75971,84.764,Very Good,2015.0,1.0,N/A,"Rubio-Ponce, A.| Rivera, J.| Olguí n, D.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
