Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55560464200,55560464200,Hirshfeld-I charges in linear combination of atomic orbitals periodic calculations,"Zicovich-Wilson, C.M.| Hô, M.| Navarrete-López, A.M.| Casassa, S.",4.0,57189272951| 7403080714| 55560464200| 6602265340,2016.0,2016-08-01,Theoretical Chemistry Accounts,135,8,-,188,ISSN-1432881X,21970.0,Journal,Springer New York LLC,English,0.59,56,2.1,62,0.527,53,0.13,10.0,22.0,0.97,10.29,25.0,30.0,0.0,0.0,"Zicovich-Wilson, C.M., Hô, M., Navarrete-López, A.M. and 1 more (...) (2016).Hirshfeld-I charges in linear combination of atomic orbitals periodic calculations. Theoretical Chemistry Accounts,135(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-84978424062&origin=resultslist,10.1007/s00214-016-1942-5,Article,Green,2-s2.0-84978424062,-,Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| University of Turin,505016| 505017| 321071,Academic,3.0,60025626| 60017272| 60028381| 60012259,Universidad Autónoma del Estado de Morelos| Centro de Investigaciones Quimicas| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Università degli Studi di Torino,57189272951,6602265340,57189272951,-,Mexico| Italy,2.0,1606,Physical and Theoretical Chemistry,2| 4,Engineering & Technology| Natural Sciences,249| 409,Engineering - Petroleum| Chemistry,37,Physical Sciences,34,Chemical Sciences,3406| 3407,Physical chemistry| Theoretical and computational chemistry,-,Quantum Chemistry and Molecular Interaction Insights,8,83.453,Quantum Insights into Defects and Properties of Crystalline Systems,52737,80.866,Defensible,2016.0,22.0,N/A,"Zicovich-Wilson, C.M.| Hô, M.| Navarrete-López, A.M.| Casassa, S.",Universidad Autonoma del Estado de Morelos| Universidad Autónoma Metropolitana| University of Turin,Mexico| Italy,0
