Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56483330500,56483330500,Ascorbic acid degradation in aqueous solution during UV-Vis irradiation,"Aguilar, K.| Garvín, A.| Lara-Sagahón, A.V.| Ibarz, A.",4.0,56483330500| 7006803453| 8956161400| 35581258500,2019.0,2019-11-01,Food Chemistry,297,-,-,124864,ISSN-03088146,24039.0,Journal,Elsevier Ltd,English,2.37,4,10.7,2,1.775,4,1.9,86.0,52.0,0.81,13.59,9.0,35.0,0.0,0.0,"Aguilar, K., Garvín, A., Lara-Sagahón, A.V. and 1 more (...) (2019).Ascorbic acid degradation in aqueous solution during UV-Vis irradiation. Food Chemistry,297",https://www.scopus.com/record/display.url?eid=2-s2.0-85066956162&origin=resultslist,10.1016/j.foodchem.2019.05.138,Article,,2-s2.0-85066956162,31253321,Universidad Autónoma Metropolitana| University of Lleida| Universidad Nacional Autónoma de México,505017| 312048| 505023,Academic,3.0,60032717| 60028381| 60014923| 60032442,Universitat de Lleida| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,56483330500,35581258500,56483330500,-,Spain| Mexico,2.0,1106| 1602,Food Science| Analytical Chemistry,5| 4,Life Sciences & Medicine| Natural Sciences,502| 409,Agriculture & Forestry| Chemistry,37| 32,Physical Sciences| Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3006,Food sciences,-,Food Safety Challenges with Listeria and Clostridium,786,56.573,Ultraviolet and Pulsed Light Technologies in Food Safety,15810,94.791,Very Good,2019.0,52.0,N/A,"Aguilar, K.| Garvín, A.| Lara-Sagahón, A.V.| Ibarz, A.",Universidad Autónoma Metropolitana| University of Lleida| Universidad Nacional Autónoma de México,Spain| Mexico,0
