Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58600116100,58600116100,COURAGE IN MOTION: EMOTIONAL MOBILITY AND MIGRATION WITHOUT NETWORKS,"Rodríguez-Sánchez, M.",1.0,58600116100,2023.0,2023-01-01,Disparidades. Revista de Antropologia,78,1,-,e011,ISSN-26596881,21101024199.0,Journal,CSIC Consejo Superior de Investigaciones Cientificas,Spanish,0.58,56,0.2,74,0.118,68,1.38,19.0,1.0,0.3,3.3,65.0,60.0,0.0,0.0,"Rodríguez-Sánchez, M. (2023).COURAGE IN MOTION: EMOTIONAL MOBILITY AND MIGRATION WITHOUT NETWORKS. Disparidades. Revista de Antropologia,78(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85171579659&origin=resultslist,10.3989/dra.2023.011,Article,Gold|Green,2-s2.0-85171579659,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,58600116100,58600116100,Mexico,1.0,1203| 3310| 3314| 3316,Language and Linguistics| Linguistics and Language| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,130| 304| 311,Linguistics| Anthropology| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,50| 44| 48,Philosophy And Religious Studies| Human Society| Law And Legal Studies,5001| 4401| 4803,Applied ethics| Anthropology| International and comparative law,-,Gender Dynamics and Political Conflict in Ireland,1269,9.745,Health Disparities Among Irish Migrants in the UK,69345,15.68,Definitive,2023.0,1.0,N/A,"Rodríguez-Sánchez, M.",Universidad Autónoma Metropolitana,Mexico,0
