Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
24465060700,24465060700,"Seeking identity, changing identity","Berruecos, L.",1.0,24465060700,2017.0,2017-01-01,Perspectives on Global Development and Technology,16,1-3,208-214,-,ISSN-15691500,25234.0,Journal,Brill Academic Publishers,English,0.47,66,0.4,78,0.156,70,0.37,14.0,0.0,0.0,6.44,82.0,72.0,0.0,0.0,"Berruecos, L. (2017).Seeking identity, changing identity. Perspectives on Global Development and Technology,16(1-3) 208-214",https://www.scopus.com/record/display.url?eid=2-s2.0-85018487511&origin=resultslist,10.1163/15691497-12341430,Article,,2-s2.0-85018487511,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,-,-,24465060700,24465060700,Mexico,1.0,3301| 3303| 3304| 3305| 3306,"Social Sciences (miscellaneous)| Development| Education| Geography, Planning and Development| Health (social science)",3,Social Sciences & Management,425| 318| 315,Geography| Education & Training| Development Studies,40| 41,Social Sciences| Education Studies,44,Human Society,4404| 4408,Development studies| Political science,-,Urban Economic Networks and Regional Development,1105,33.813,Global Networks and Social Dynamics in Urban Economies,34237,18.568,Other,2017.0,0.0,N/A,"Berruecos, L.",Universidad Autónoma Metropolitana,Mexico,0
