Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57732709800,57732709800,Transnational social protection infrastructures: African migrants in Mexico,"Serra Mingot, E.| Gonález Zepeda, C.A.",2.0,57195260665| 57732709800,2023.0,2023-06-01,International Migration,61,3,162-174,-,ISSN-00207985,26855.0,Journal,John Wiley and Sons Inc,English,1.04,25,3.7,23,0.615,24,0.55,13.0,10.0,1.65,6.06,23.0,17.0,0.0,0.0,"Serra Mingot, E., Gonález Zepeda, C.A. (2023).Transnational social protection infrastructures: African migrants in Mexico. International Migration,61(3) 162-174",https://www.scopus.com/record/display.url?eid=2-s2.0-85131557613&origin=resultslist,10.1111/imig.13029,Article,Hybrid gold|Green,2-s2.0-85131557613,-,Universidad Autónoma Metropolitana| Bielefeld University,505017| 309058,Academic,2.0,60015595| 60024080| 126488709,Universität Bielefeld| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Maria Sibylla Merian Center for Advanced Latin American Studies (CALAS),57195260665,57732709800,57195260665,-,Mexico| Germany,2.0,3317,Demography,3,Social Sciences & Management,342| 425,Sociology| Geography,40,Social Sciences,44,Human Society,-,-,SDG 1| SDG 10,Migration Dynamics and Socioeconomic Impacts,32,83.519,Transnational Social Protection for Migrant Workers,50433,53.393,Very Good,2023.0,10.0,N/A,"Serra Mingot, E.| Gonález Zepeda, C.A.",Universidad Autónoma Metropolitana| Bielefeld University,Mexico| Germany,0
