Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,4,68.0,17.0,5.5,18,6,0,1,0,2,2,0,0.8333333333333334,0.0,0.5,0.0
2016.0,4,316.0,79.0,4.0,14,6,1,2,0,2,1,1,0.7142857142857143,0.0,0.5,0.0
2017.0,10,217.0,21.7,4.8,38,25,3,2,0,3,6,1,0.8571428571428571,0.07142857142857142,0.3,0.0
2018.0,3,63.0,21.0,5.0,14,4,2,3,0,1,1,1,0.5,0.16666666666666666,0.3333333333333333,0.0
2019.0,3,84.0,28.0,4.67,12,4,2,3,0,1,0,2,0.5,0.16666666666666666,0.3333333333333333,0.0
2020.0,6,196.0,32.67,5.67,23,11,2,2,0,1,3,2,0.7692307692307693,0.07692307692307693,0.16666666666666666,0.0
2021.0,3,46.0,15.33,5.33,14,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
2022.0,2,18.0,9.0,8.0,15,6,3,3,0,0,0,2,0.5555555555555556,0.2222222222222222,0.0,0.0
2023.0,4,20.0,5.0,6.25,20,5,4,4,0,1,0,3,0.4444444444444444,0.3333333333333333,0.25,0.0
2024.0,2,7.0,3.5,7.5,10,2,4,2,0,0,0,2,0.16666666666666666,0.5,0.0,0.0
