Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,8,195.0,24.38,9.62,64,19,7,4,0,1,4,3,0.6923076923076923,0.23076923076923078,0.125,0.0
2016.0,7,235.0,33.57,9.29,52,18,10,6,0,1,3,3,0.6071428571428571,0.32142857142857145,0.14285714285714285,0.0
2017.0,5,98.0,19.6,10.2,46,11,4,4,0,1,2,2,0.6666666666666666,0.2,0.2,0.0
2018.0,6,187.0,31.17,9.5,41,21,1,2,0,0,5,1,0.9090909090909091,0.0,0.0,0.0
2019.0,3,107.0,35.67,12.67,34,12,10,5,0,0,1,2,0.5,0.4090909090909091,0.0,0.0
2020.0,3,61.0,20.33,15.67,43,11,2,2,0,0,2,1,0.7692307692307693,0.07692307692307693,0.0,0.0
2021.0,4,60.0,15.0,12.0,33,17,12,5,0,0,2,2,0.5517241379310345,0.3793103448275862,0.0,0.0
2022.0,3,34.0,11.33,10.67,31,11,3,3,0,0,1,2,0.7142857142857143,0.14285714285714285,0.0,0.0
2023.0,2,2.0,1.0,11.5,23,8,0,2,0,0,1,1,0.875,0.0,0.0,0.0
2024.0,1,5.0,5.0,17.0,17,5,1,2,0,0,0,1,0.6666666666666666,0.0,0.0,0.0
