Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,70.0,70.0,15.0,15,7,0,1,0,0,1,0,0.8571428571428571,0.0,0.0,0.0
2016.0,5,960.0,192.0,37.8,183,15,83,17,0,0,2,3,0.14285714285714285,0.8367346938775511,0.0,0.0
2017.0,9,164.0,18.22,18.33,144,33,44,7,0,0,4,5,0.4155844155844156,0.5584415584415584,0.0,0.0
2018.0,6,73.0,12.17,9.17,50,17,7,3,0,0,4,2,0.6666666666666666,0.25,0.0,0.0
2019.0,7,235.0,33.57,82.43,553,25,169,35,0,0,2,5,0.12371134020618557,0.865979381443299,0.0,0.0
2020.0,2,21.0,10.5,13.0,23,8,1,2,0,0,1,1,0.7777777777777778,0.0,0.0,0.0
2021.0,6,596.0,99.33,77.33,447,25,101,33,0,0,4,2,0.19047619047619047,0.7936507936507936,0.0,0.0
2022.0,6,102.0,17.0,45.0,260,38,90,21,0,0,4,2,0.2890625,0.6953125,0.0,0.0
2023.0,2,98.0,49.0,18.5,36,11,7,4,0,0,1,1,0.5555555555555556,0.3333333333333333,0.0,0.0
2024.0,1,0.0,0.0,9.0,9,4,0,1,0,0,1,0,0.75,0.0,0.0,0.0
