Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,233.0,77.67,7.67,20,7,7,5,0,0,1,2,0.42857142857142855,0.42857142857142855,0.0,0.0
2016.0,3,155.0,51.67,5.67,15,5,7,4,0,0,0,3,0.3333333333333333,0.5,0.0,0.0
2017.0,8,192.0,24.0,5.62,33,17,2,3,0,0,7,1,0.8421052631578947,0.05263157894736842,0.0,0.0
2018.0,5,97.0,19.4,5.0,18,9,0,1,0,2,3,0,0.8888888888888888,0.0,0.4,0.0
2019.0,5,195.0,39.0,5.6,21,9,3,4,0,1,1,3,0.6666666666666666,0.16666666666666666,0.2,0.0
2020.0,4,74.0,18.5,6.5,19,10,0,1,0,1,3,0,0.9,0.0,0.25,0.0
2021.0,5,80.0,16.0,5.0,16,11,1,2,0,1,3,1,0.8333333333333334,0.0,0.2,0.0
2022.0,2,21.0,10.5,4.5,8,6,0,1,0,0,2,0,0.8333333333333334,0.0,0.0,0.0
2023.0,1,2.0,2.0,3.0,3,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2024.0,5,42.0,8.4,5.8,22,8,1,2,0,2,2,1,0.7777777777777778,0.0,0.4,0.0
