Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,28.0,28.0,7.0,7,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2016.0,1,6.0,6.0,3.0,3,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2017.0,1,11.0,11.0,5.0,5,1,1,2,0,0,0,1,0.0,0.0,0.0,0.0
2018.0,3,96.0,32.0,6.67,16,6,4,2,0,0,2,1,0.5,0.3,0.0,0.0
2019.0,1,16.0,16.0,5.0,5,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2020.0,3,40.0,13.33,4.33,10,3,0,1,0,3,0,0,0.6666666666666666,0.0,1.0,0.0
2021.0,4,27.0,6.75,6.75,23,7,13,2,0,1,1,2,0.3,0.6,0.25,0.0
2022.0,4,65.0,16.25,6.0,20,5,11,3,0,1,1,2,0.25,0.625,0.25,0.0
2023.0,2,11.0,5.5,6.5,12,2,9,2,0,1,0,1,0.09090909090909091,0.7272727272727273,0.5,0.0
2024.0,1,1.0,1.0,5.0,5,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
