Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,26.0,26.0,3.0,3,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2016.0,2,28.0,14.0,4.0,7,5,0,1,0,1,1,0,0.8,0.0,0.5,0.0
2017.0,2,52.0,26.0,8.0,12,4,1,2,0,0,1,1,0.6,0.0,0.0,0.0
2018.0,1,78.0,78.0,8.0,8,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2019.0,1,9.0,9.0,6.0,6,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2020.0,2,21.0,10.5,6.0,9,3,0,2,0,0,1,1,0.6666666666666666,0.0,0.0,0.0
2021.0,1,6.0,6.0,6.0,5,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
2022.0,2,14.0,7.0,5.5,10,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2023.0,1,8.0,8.0,14.0,14,3,2,3,0,0,0,1,0.4,0.2,0.0,0.0
2024.0,4,16.0,4.0,5.25,12,9,0,2,0,0,3,1,0.8888888888888888,0.0,0.0,0.0
