Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,239.0,47.8,6.8,17,11,11,2,0,0,1,4,0.45454545454545453,0.45454545454545453,0.0,0.0
2016.0,6,305.0,50.83,5.67,17,19,6,2,0,0,3,3,0.72,0.2,0.0,0.0
2017.0,4,204.0,51.0,6.0,17,12,4,5,0,0,2,2,0.6875,0.1875,0.0,0.0
2018.0,7,301.0,43.0,7.29,24,28,10,6,0,0,3,4,0.7105263157894737,0.23684210526315788,0.0,0.0
2019.0,4,143.0,35.75,8.75,25,16,10,7,0,0,2,2,0.5769230769230769,0.34615384615384615,0.0,0.0
2020.0,4,143.0,35.75,7.0,15,12,4,2,0,0,2,2,0.6875,0.1875,0.0,0.0
2021.0,7,193.0,27.57,8.43,25,22,12,6,0,0,2,5,0.6176470588235294,0.3235294117647059,0.0,0.0
2022.0,8,120.0,15.0,7.62,27,24,12,6,0,0,3,5,0.6388888888888888,0.3055555555555556,0.0,0.0
2023.0,5,50.0,10.0,5.0,9,12,2,2,0,1,2,2,0.7857142857142857,0.07142857142857142,0.2,0.0
2024.0,2,19.0,9.5,5.5,8,7,0,1,0,0,2,0,0.8571428571428571,0.0,0.0,0.0
