Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,26.0,26.0,9.0,9,1,1,2,0,0,0,1,0.0,0.0,0.0,0.0
2016.0,3,59.0,19.67,9.67,18,6,2,2,0,0,1,2,0.625,0.125,0.0,0.0
2017.0,3,22.0,7.33,8.0,22,7,1,2,0,0,2,1,0.75,0.0,0.0,0.0
2018.0,5,57.0,11.4,8.8,26,11,1,3,0,0,1,4,0.8333333333333334,0.0,0.0,0.0
2019.0,2,12.0,6.0,8.0,15,4,1,3,0,0,1,1,0.6,0.0,0.0,0.0
2020.0,4,27.0,6.75,9.5,36,10,2,3,0,1,1,2,0.75,0.08333333333333333,0.25,0.0
2021.0,1,2.0,2.0,9.0,9,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2022.0,1,6.0,6.0,8.0,8,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
2023.0,2,7.0,3.5,7.5,14,6,0,1,0,0,2,0,0.8333333333333334,0.0,0.0,0.0
2024.0,1,10.0,10.0,8.0,8,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
