Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,26.0,26.0,9.0,9,1,1,2,0,0,0,1,0.0,0.0,0.0,0.0
2016.0,1,18.0,18.0,8.0,8,1,2,3,0,0,0,1,0.0,0.3333333333333333,0.0,0.0
2017.0,2,40.0,20.0,9.5,15,4,3,3,0,0,0,2,0.42857142857142855,0.2857142857142857,0.0,0.0
2018.0,1,3.0,3.0,11.0,11,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
2019.0,2,9.0,4.5,8.5,14,4,3,3,0,0,1,1,0.42857142857142855,0.2857142857142857,0.0,0.0
2020.0,4,39.0,9.75,8.25,21,9,2,3,0,0,3,1,0.7272727272727273,0.09090909090909091,0.0,0.0
2021.0,2,13.0,6.5,7.0,10,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2022.0,1,7.0,7.0,6.0,6,4,1,2,0,0,0,1,0.6,0.0,0.0,0.0
2023.0,2,10.0,5.0,6.5,10,4,1,3,0,0,1,1,0.6,0.0,0.0,0.0
2024.0,3,5.0,1.67,9.67,20,7,1,2,0,0,2,1,0.75,0.0,0.0,0.0
