Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,197.0,65.67,6.0,13,7,2,2,0,0,2,1,0.6666666666666666,0.1111111111111111,0.0,0.0
2016.0,5,185.0,37.0,8.8,27,11,2,2,0,0,3,2,0.7692307692307693,0.07692307692307693,0.0,0.0
2017.0,7,291.0,41.57,7.71,32,17,3,2,0,0,6,1,0.8,0.1,0.0,0.0
2018.0,8,323.0,40.38,9.5,43,19,13,4,0,0,4,4,0.5625,0.375,0.0,0.0
2019.0,10,404.0,40.4,8.7,49,23,12,5,0,0,7,3,0.6285714285714286,0.3142857142857143,0.0,0.0
2020.0,12,607.0,50.58,10.5,77,29,29,9,0,0,3,9,0.4827586206896552,0.4827586206896552,0.0,0.0
2021.0,6,224.0,37.33,8.5,36,13,6,4,0,0,2,4,0.631578947368421,0.2631578947368421,0.0,0.0
2022.0,7,122.0,17.43,9.0,49,17,8,5,0,0,4,3,0.64,0.28,0.0,0.0
2023.0,9,134.0,14.89,8.89,36,28,9,5,0,0,3,6,0.7297297297297297,0.21621621621621623,0.0,0.0
2024.0,18,248.0,13.78,8.94,73,54,21,10,0,0,6,12,0.7066666666666667,0.26666666666666666,0.0,0.0
