Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,25.0,25.0,6.0,6,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2016.0,2,4.0,2.0,6.0,12,3,0,1,0,1,1,0,0.6666666666666666,0.0,0.5,0.0
2017.0,3,128.0,42.67,6.67,11,5,1,2,0,1,1,1,0.6666666666666666,0.0,0.3333333333333333,0.0
2018.0,5,206.0,41.2,7.6,21,10,1,2,0,0,4,1,0.8181818181818182,0.0,0.0,0.0
2019.0,3,90.0,30.0,7.33,15,7,1,2,0,0,2,1,0.75,0.0,0.0,0.0
2020.0,2,92.0,46.0,8.0,13,6,0,1,0,0,2,0,0.8333333333333334,0.0,0.0,0.0
2021.0,2,42.0,21.0,8.5,11,4,2,2,0,0,0,2,0.5,0.16666666666666666,0.0,0.0
2022.0,2,20.0,10.0,9.0,15,4,0,1,0,1,1,0,0.75,0.0,0.5,0.0
2023.0,4,24.0,6.0,7.0,20,9,0,1,0,0,4,0,0.8888888888888888,0.0,0.0,0.0
2024.0,1,8.0,8.0,9.0,9,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
