Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,4,48.0,12.0,6.75,23,10,0,1,0,1,3,0,0.9,0.0,0.25,0.0
2016.0,3,134.0,44.67,9.0,26,8,3,3,0,0,1,2,0.6363636363636364,0.18181818181818182,0.0,0.0
2017.0,5,137.0,27.4,11.0,43,20,1,2,0,0,4,1,0.9047619047619048,0.0,0.0,0.0
2018.0,4,68.0,17.0,8.25,27,13,2,2,0,0,3,1,0.8,0.06666666666666667,0.0,0.0
2019.0,6,383.0,63.83,9.5,48,16,3,4,0,0,4,2,0.7894736842105263,0.10526315789473684,0.0,0.0
2020.0,5,77.0,15.4,7.8,33,17,3,3,0,0,3,2,0.8,0.1,0.0,0.0
2021.0,6,60.0,10.0,11.0,55,24,1,2,0,0,5,1,0.92,0.0,0.0,0.0
2022.0,4,20.0,5.0,8.75,26,10,0,1,0,0,4,0,0.9,0.0,0.0,0.0
2023.0,2,30.0,15.0,9.0,17,7,0,1,0,0,2,0,0.8571428571428571,0.0,0.0,0.0
2024.0,3,5.0,1.67,7.0,19,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
