Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,5.0,2.5,4.0,7,3,0,1,0,1,1,0,0.6666666666666666,0.0,0.5,0.0
2016.0,2,6.0,3.0,4.5,7,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2017.0,4,28.0,7.0,3.75,9,6,0,1,0,2,2,0,0.8333333333333334,0.0,0.5,0.0
2018.0,3,63.0,21.0,3.0,5,3,0,1,0,3,0,0,0.6666666666666666,0.0,1.0,0.0
2019.0,5,38.0,7.6,4.2,15,9,0,1,0,3,2,0,0.8888888888888888,0.0,0.6,0.0
2020.0,6,18.0,3.0,4.83,24,11,2,4,0,2,3,1,0.7692307692307693,0.07692307692307693,0.3333333333333333,0.0
2021.0,6,30.0,5.0,3.5,13,8,3,3,0,2,2,2,0.6363636363636364,0.18181818181818182,0.3333333333333333,0.0
2022.0,4,20.0,5.0,3.75,7,7,0,1,0,2,2,0,0.8571428571428571,0.0,0.5,0.0
2023.0,8,9.0,1.12,4.75,22,17,2,4,0,2,4,2,0.8421052631578947,0.05263157894736842,0.25,0.0
2024.0,8,15.0,1.88,4.88,18,21,0,2,0,1,6,1,0.9523809523809523,0.0,0.125,0.0
