Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,45.0,22.5,4.5,8,3,1,2,0,1,0,1,0.5,0.0,0.5,0.0
2016.0,5,136.0,27.2,8.4,34,8,16,3,0,1,1,3,0.2916666666666667,0.625,0.2,0.0
2017.0,3,19.0,6.33,6.0,15,9,0,1,0,0,3,0,0.8888888888888888,0.0,0.0,0.0
2018.0,1,9.0,9.0,6.0,6,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2019.0,1,1.0,1.0,9.0,9,3,4,2,0,0,0,1,0.2857142857142857,0.42857142857142855,0.0,0.0
2020.0,1,5.0,5.0,9.0,9,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2021.0,1,29.0,29.0,8.0,8,2,4,2,0,0,0,1,0.16666666666666666,0.5,0.0,0.0
2022.0,1,14.0,14.0,9.0,9,3,4,2,0,0,0,1,0.2857142857142857,0.42857142857142855,0.0,0.0
2023.0,3,27.0,9.0,9.33,22,14,0,1,0,0,3,0,0.9285714285714286,0.0,0.0,0.0
2024.0,1,16.0,16.0,12.0,11,5,0,1,0,0,1,0,0.8,0.0,0.0,0.0
