Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,54.0,10.8,5.0,11,10,6,5,0,0,1,4,0.5625,0.3125,0.0,0.0
2016.0,4,39.0,9.75,4.5,13,10,0,1,0,0,4,0,0.9,0.0,0.0,0.0
2017.0,6,46.0,7.67,4.33,14,17,0,1,0,0,6,0,0.9411764705882353,0.0,0.0,0.0
2018.0,2,74.0,37.0,5.0,8,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2019.0,6,48.0,8.0,4.67,17,16,0,1,0,1,5,0,0.9375,0.0,0.16666666666666666,0.0
2020.0,4,23.0,5.75,5.0,14,10,0,1,0,0,4,0,0.9,0.0,0.0,0.0
2021.0,4,40.0,10.0,5.75,18,8,0,1,0,1,3,0,0.875,0.0,0.25,0.0
2022.0,2,14.0,7.0,6.0,11,3,1,2,0,0,1,1,0.5,0.0,0.0,0.0
2023.0,5,38.0,7.6,5.0,15,10,0,1,0,3,2,0,0.9,0.0,0.6,0.0
2024.0,2,1.0,0.5,5.0,8,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
