Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,15.0,7.5,5.5,8,3,0,1,0,1,1,0,0.6666666666666666,0,0.5,0.0
2016.0,1,10.0,10.0,5.0,5,1,0,1,0,1,0,0,0.0,0,1.0,0.0
2017.0,1,5.0,5.0,6.0,6,1,0,1,0,1,0,0,0.0,0,1.0,0.0
2018.0,2,9.0,4.5,6.0,8,2,0,1,0,2,0,0,0.5,0,1.0,0.0
2019.0,3,11.0,3.67,6.0,14,3,0,1,0,3,0,0,0.6666666666666666,0,1.0,0.0
2020.0,5,28.0,5.6,6.8,22,7,0,1,0,3,2,0,0.8571428571428571,0,0.6,0.0
2021.0,5,23.0,4.6,6.6,23,9,0,1,0,1,4,0,0.8888888888888888,0,0.2,0.0
2022.0,3,10.0,3.33,5.67,14,3,0,1,0,3,0,0,0.6666666666666666,0,1.0,0.0
2023.0,2,6.0,3.0,6.5,9,2,0,1,0,2,0,0,0.5,0,1.0,0.0
2024.0,2,7.0,3.5,5.5,11,3,0,1,0,1,1,0,0.6666666666666666,0,0.5,0.0
