Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,7,97.0,13.86,6.14,31,15,0,2,0,0,5,2,0.9333333333333333,0.0,0.0,0.0
2016.0,3,45.0,15.0,5.67,17,8,1,2,0,1,1,1,0.7777777777777778,0.0,0.3333333333333333,0.0
2017.0,2,71.0,35.5,5.0,10,4,0,1,0,1,1,0,0.75,0.0,0.5,0.0
2018.0,2,50.0,25.0,6.0,10,6,0,1,0,0,2,0,0.8333333333333334,0.0,0.0,0.0
2019.0,4,91.0,22.75,5.75,16,9,1,2,0,0,3,1,0.8,0.0,0.0,0.0
2020.0,5,63.0,12.6,6.4,20,10,1,1,0,1,4,0,0.8181818181818182,0.0,0.2,0.0
2021.0,3,35.0,11.67,5.33,13,9,0,1,0,0,3,0,0.8888888888888888,0.0,0.0,0.0
2022.0,1,7.0,7.0,8.0,8,3,0,1,0,0,1,0,0.6666666666666666,0.0,0.0,0.0
2023.0,2,8.0,4.0,7.0,9,6,0,1,0,0,2,0,0.8333333333333334,0.0,0.0,0.0
2024.0,4,9.0,2.25,6.25,22,13,0,1,0,1,3,0,0.9230769230769231,0.0,0.25,0.0
