Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,69.0,34.5,6.0,11,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2016.0,3,41.0,13.67,8.0,21,12,0,1,0,0,3,0,0.9166666666666666,0.0,0.0,0.0
2017.0,7,227.0,32.43,7.0,33,23,0,1,0,0,7,0,0.9565217391304348,0.0,0.0,0.0
2018.0,3,76.0,25.33,10.33,27,14,0,1,0,0,3,0,0.9285714285714286,0.0,0.0,0.0
2019.0,4,53.0,13.25,9.25,31,13,2,2,0,0,3,1,0.8,0.06666666666666667,0.0,0.0
2020.0,4,27.0,6.75,5.75,19,14,1,2,0,0,3,1,0.8666666666666667,0.0,0.0,0.0
2021.0,4,40.0,10.0,12.75,37,17,0,1,0,0,4,0,0.9411764705882353,0.0,0.0,0.0
2022.0,6,63.0,10.5,7.83,34,17,0,1,0,0,6,0,0.9411764705882353,0.0,0.0,0.0
2023.0,9,45.0,5.0,10.22,62,34,0,2,0,0,8,1,0.9705882352941176,0.0,0.0,0.0
2024.0,5,11.0,2.2,6.8,25,18,0,1,0,0,5,0,0.9444444444444444,0.0,0.0,0.0
