Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,19.0,3.8,1.6,4,6,1,2,2,1,1,1,0.7142857142857143,0.0,0.2,0.4
2016.0,5,23.0,4.6,2.4,7,5,2,3,1,2,0,2,0.5714285714285714,0.14285714285714285,0.4,0.2
2017.0,6,55.0,9.17,2.0,6,6,2,2,2,3,0,1,0.625,0.125,0.5,0.3333333333333333
2018.0,5,46.0,9.2,1.4,3,5,2,2,4,0,0,1,0.5714285714285714,0.14285714285714285,0.0,0.8
2019.0,6,52.0,8.67,1.83,5,6,1,2,3,2,0,1,0.7142857142857143,0.0,0.3333333333333333,0.5
2020.0,8,39.0,4.88,1.5,6,8,4,4,6,0,0,2,0.5833333333333334,0.25,0.0,0.75
2021.0,6,19.0,3.17,1.5,4,6,2,3,4,0,0,2,0.625,0.125,0.0,0.6666666666666666
2022.0,6,20.0,3.33,1.5,4,6,2,3,3,1,0,2,0.625,0.125,0.16666666666666666,0.5
2023.0,5,12.0,2.4,1.8,5,6,1,2,3,0,1,1,0.7142857142857143,0.0,0.0,0.6
2024.0,4,6.0,1.5,1.5,3,4,1,2,2,1,0,1,0.6,0.0,0.25,0.5
