Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,56.0,28.0,7.5,14,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2016.0,7,64.0,9.14,7.0,35,14,2,2,0,2,4,1,0.8125,0.0625,0.2857142857142857,0.0
2017.0,4,106.0,26.5,5.5,19,9,0,1,0,0,4,0,0.8888888888888888,0.0,0.0,0.0
2018.0,9,103.0,11.44,5.67,40,19,8,3,0,2,4,3,0.6666666666666666,0.25925925925925924,0.2222222222222222,0.0
2019.0,4,76.0,19.0,6.25,24,8,2,2,0,1,2,1,0.7,0.1,0.25,0.0
2020.0,4,41.0,10.25,6.5,21,11,0,1,0,0,4,0,0.9090909090909091,0.0,0.0,0.0
2021.0,5,43.0,8.6,6.8,27,18,1,2,0,0,4,1,0.8947368421052632,0.0,0.0,0.0
2022.0,3,25.0,8.33,7.0,17,5,0,1,0,1,2,0,0.8,0.0,0.3333333333333333,0.0
2023.0,6,69.0,11.5,7.67,39,20,2,3,0,0,5,1,0.8636363636363636,0.045454545454545456,0.0,0.0
2024.0,4,18.0,4.5,6.5,19,8,0,1,0,2,2,0,0.875,0.0,0.5,0.0
