Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,82.0,27.33,6.0,14,6,2,2,0,1,1,1,0.625,0.125,0.3333333333333333,0.0
2016.0,5,116.0,23.2,4.0,11,6,3,3,0,2,1,2,0.5555555555555556,0.2222222222222222,0.4,0.0
2017.0,5,51.0,10.2,5.0,19,7,4,4,0,2,1,2,0.5454545454545454,0.2727272727272727,0.4,0.0
2018.0,8,162.0,20.25,5.62,31,13,0,1,0,3,5,0,0.9230769230769231,0.0,0.375,0.0
2019.0,14,237.0,16.93,5.79,42,24,7,5,0,2,8,4,0.7419354838709677,0.1935483870967742,0.14285714285714285,0.0
2020.0,5,81.0,16.2,9.0,29,12,2,3,0,0,3,2,0.7857142857142857,0.07142857142857142,0.0,0.0
2021.0,9,89.0,9.89,6.11,31,17,5,6,0,1,5,3,0.7272727272727273,0.18181818181818182,0.1111111111111111,0.0
2022.0,2,14.0,7.0,7.0,12,4,1,2,0,0,1,1,0.6,0.0,0.0,0.0
2023.0,5,27.0,5.4,5.0,14,9,6,3,0,2,0,3,0.5333333333333333,0.3333333333333333,0.4,0.0
2024.0,6,41.0,6.83,5.5,21,12,5,4,0,0,3,3,0.6470588235294118,0.23529411764705882,0.0,0.0
