Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,1,25.0,25.0,5.0,5,1,1,2,0,0,0,1,0.0,0.0,0.0,0.0
2016.0,1,8.0,8.0,6.0,6,1,3,3,0,0,0,1,0.0,0.5,0.0,0.0
2017.0,6,39.0,6.5,4.0,13,8,4,4,0,1,2,3,0.5833333333333334,0.25,0.16666666666666666,0.0
2018.0,3,31.0,10.33,4.33,9,6,2,3,0,0,1,2,0.625,0.125,0.0,0.0
2019.0,5,54.0,10.8,5.0,15,8,9,5,0,0,1,4,0.4117647058823529,0.47058823529411764,0.0,0.0
2020.0,5,64.0,12.8,5.0,15,7,2,3,0,2,1,2,0.6666666666666666,0.1111111111111111,0.4,0.0
2021.0,2,19.0,9.5,4.5,7,3,0,1,0,1,1,0,0.6666666666666666,0.0,0.5,0.0
2022.0,4,7.0,1.75,4.75,11,7,0,1,0,1,3,0,0.8571428571428571,0.0,0.25,0.0
2023.0,3,11.0,3.67,5.67,12,5,0,1,0,1,2,0,0.8,0.0,0.3333333333333333,0.0
2024.0,2,4.0,2.0,5.5,9,2,0,1,0,2,0,0,0.5,0.0,1.0,0.0
