Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,41.0,13.67,7.0,19,3,10,6,0,0,0,3,0.15384615384615385,0.6923076923076923,0.0,0.0
2016.0,3,99.0,33.0,9.0,26,4,13,6,0,0,0,3,0.17647058823529413,0.7058823529411765,0.0,0.0
2017.0,3,50.0,16.67,10.0,24,5,6,3,0,0,0,3,0.36363636363636365,0.45454545454545453,0.0,0.0
2018.0,3,18.0,6.0,8.0,23,5,5,3,0,0,1,2,0.4,0.4,0.0,0.0
2019.0,4,41.0,10.25,7.75,27,6,6,5,0,0,1,3,0.4166666666666667,0.4166666666666667,0.0,0.0
2020.0,8,131.0,16.38,8.5,48,15,20,9,0,0,3,5,0.4,0.5428571428571428,0.0,0.0
2021.0,4,78.0,19.5,6.75,23,9,7,2,0,0,3,1,0.5,0.375,0.0,0.0
2022.0,3,18.0,6.0,7.0,19,10,5,3,0,0,1,2,0.6,0.26666666666666666,0.0,0.0
2023.0,1,3.0,3.0,7.0,7,1,5,2,0,0,0,1,0.0,0.6666666666666666,0.0,0.0
2024.0,2,3.0,1.5,9.0,17,6,1,2,0,0,1,1,0.7142857142857143,0.0,0.0,0.0
