Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,30.0,10.0,6.67,15,5,0,1,0,1,2,0,0.8,0,0.3333333333333333,0.0
2016.0,1,2.0,2.0,8.0,8,2,0,1,0,0,1,0,0.5,0,0.0,0.0
2017.0,2,85.0,42.5,8.0,16,5,0,1,0,0,2,0,0.8,0,0.0,0.0
2018.0,1,88.0,88.0,9.0,9,4,0,1,0,0,1,0,0.75,0,0.0,0.0
2019.0,3,44.0,14.67,7.67,16,5,0,1,0,1,2,0,0.8,0,0.3333333333333333,0.0
2020.0,2,18.0,9.0,7.0,12,4,0,1,0,0,2,0,0.75,0,0.0,0.0
2021.0,2,15.0,7.5,10.0,19,9,0,1,0,0,2,0,0.8888888888888888,0,0.0,0.0
2022.0,2,5.0,2.5,5.5,11,2,0,1,0,2,0,0,0.5,0,1.0,0.0
2023.0,2,9.0,4.5,7.5,14,5,0,1,0,1,1,0,0.8,0,0.5,0.0
2024.0,2,4.0,2.0,6.5,12,3,0,1,0,1,1,0,0.6666666666666666,0,0.5,0.0
