Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,96.0,48.0,8.0,15,4,4,2,0,0,0,2,0.375,0.375,0.0,0.0
2016.0,1,11.0,11.0,9.0,9,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2017.0,1,32.0,32.0,10.0,10,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2018.0,3,106.0,35.33,7.33,20,5,4,2,0,0,1,2,0.4444444444444444,0.3333333333333333,0.0,0.0
2019.0,2,17.0,8.5,6.5,12,3,2,2,0,0,1,1,0.4,0.2,0.0,0.0
2020.0,5,100.0,20.0,10.6,41,13,15,4,0,0,0,5,0.42857142857142855,0.5,0.0,0.0
2021.0,2,54.0,27.0,5.0,9,3,4,2,0,0,0,2,0.2857142857142857,0.42857142857142855,0.0,0.0
2022.0,2,52.0,26.0,9.0,15,4,7,4,0,0,0,2,0.2727272727272727,0.5454545454545454,0.0,0.0
2023.0,3,31.0,10.33,9.33,21,8,3,3,0,0,1,2,0.6363636363636364,0.18181818181818182,0.0,0.0
2024.0,3,13.0,4.33,9.33,24,10,2,2,0,0,2,1,0.75,0.08333333333333333,0.0,0.0
