Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,179.0,35.8,6.0,22,10,1,2,0,2,2,1,0.8181818181818182,0.0,0.4,0.0
2016.0,5,171.0,34.2,5.0,18,9,0,1,0,2,3,0,0.8888888888888888,0.0,0.4,0.0
2017.0,4,197.0,49.25,5.5,19,8,1,2,0,0,3,1,0.7777777777777778,0.0,0.0,0.0
2018.0,7,603.0,86.14,6.57,28,19,1,2,0,0,6,1,0.9,0.0,0.0,0.0
2019.0,4,154.0,38.5,6.5,22,10,0,1,0,0,4,0,0.9,0.0,0.0,0.0
2020.0,3,41.0,13.67,6.33,19,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
2021.0,6,68.0,11.33,6.67,29,20,0,1,0,0,6,0,0.95,0.0,0.0,0.0
2022.0,6,98.0,16.33,5.33,25,14,0,1,0,2,4,0,0.9285714285714286,0.0,0.3333333333333333,0.0
2023.0,7,79.0,11.29,6.57,30,19,1,2,0,0,6,1,0.9,0.0,0.0,0.0
2024.0,3,14.0,4.67,5.67,15,10,0,1,0,0,3,0,0.9,0.0,0.0,0.0
