Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,4,90.0,22.5,6.5,20,8,3,3,0,1,1,2,0.6363636363636364,0.18181818181818182,0.25,0.0
2016.0,5,77.0,15.4,6.4,22,7,1,3,0,2,1,2,0.75,0.0,0.4,0.0
2017.0,4,116.0,29.0,5.25,18,8,0,1,0,1,3,0,0.875,0.0,0.25,0.0
2018.0,1,33.0,33.0,5.0,5,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2019.0,1,15.0,15.0,5.0,5,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2020.0,1,7.0,7.0,7.0,7,3,0,1,0,0,1,0,0.6666666666666666,0.0,0.0,0.0
2021.0,2,30.0,15.0,7.5,14,3,3,2,0,1,0,1,0.3333333333333333,0.3333333333333333,0.5,0.0
2022.0,2,12.0,6.0,5.5,10,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2023.0,1,25.0,25.0,9.0,9,4,0,1,0,0,1,0,0.75,0.0,0.0,0.0
2024.0,5,24.0,4.8,5.8,21,11,1,2,0,1,3,1,0.8333333333333334,0.0,0.2,0.0
