Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,4,79.0,19.75,5.75,21,6,1,2,0,1,2,1,0.7142857142857143,0.0,0.25,0.0
2016.0,3,33.0,11.0,7.67,22,4,2,3,0,1,1,1,0.5,0.16666666666666666,0.3333333333333333,0.0
2017.0,8,95.0,11.88,5.38,28,14,3,3,0,4,2,2,0.7647058823529411,0.11764705882352941,0.5,0.0
2018.0,3,28.0,9.33,9.33,27,7,1,3,0,0,1,2,0.75,0.0,0.0,0.0
2019.0,5,16.0,3.2,7.0,31,9,3,3,0,1,3,1,0.6666666666666666,0.16666666666666666,0.2,0.0
2020.0,5,51.0,10.2,7.6,25,12,2,3,0,0,4,1,0.7857142857142857,0.07142857142857142,0.0,0.0
2021.0,5,42.0,8.4,7.0,24,12,0,1,0,0,5,0,0.9166666666666666,0.0,0.0,0.0
2022.0,2,8.0,4.0,7.0,12,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2023.0,5,38.0,7.6,7.2,27,16,1,2,0,0,4,1,0.8823529411764706,0.0,0.0,0.0
2024.0,1,1.0,1.0,8.0,8,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
