Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,26.0,13.0,1.0,1,2,0,1,2,0,0,0,0.5,0.0,0.0,1.0
2016.0,2,11.0,5.5,4.0,7,3,2,3,0,0,0,2,0.4,0.2,0.0,0.0
2017.0,3,51.0,17.0,4.0,11,4,0,1,0,2,1,0,0.75,0.0,0.6666666666666666,0.0
2018.0,3,67.0,22.33,5.33,12,3,8,8,0,0,0,3,0.18181818181818182,0.6363636363636364,0.0,0.0
2019.0,1,0.0,0.0,2.0,2,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2020.0,6,70.0,11.67,4.33,22,6,7,6,0,3,0,3,0.38461538461538464,0.46153846153846156,0.5,0.0
2021.0,5,26.0,5.2,4.6,21,7,6,6,0,1,2,2,0.46153846153846156,0.38461538461538464,0.2,0.0
2022.0,4,28.0,7.0,5.5,19,5,8,5,0,0,1,3,0.3076923076923077,0.5384615384615384,0.0,0.0
2023.0,1,5.0,5.0,5.0,5,1,2,3,0,0,0,1,0.0,0.3333333333333333,0.0,0.0
2024.0,4,7.0,1.75,4.75,14,5,2,2,0,2,1,1,0.5714285714285714,0.14285714285714285,0.5,0.0
