Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,44.0,22.0,11.5,22,7,5,3,0,0,1,1,0.5,0.3333333333333333,0.0,0.0
2016.0,4,160.0,40.0,7.0,25,8,6,4,0,2,0,2,0.5,0.35714285714285715,0.5,0.0
2017.0,3,76.0,25.33,6.33,18,5,0,1,0,1,2,0,0.8,0.0,0.3333333333333333,0.0
2018.0,4,27.0,6.75,6.25,20,12,0,2,0,0,2,2,0.9166666666666666,0.0,0.0,0.0
2019.0,1,2.0,2.0,7.0,7,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2020.0,5,69.0,13.8,8.0,34,10,4,3,0,1,2,2,0.6428571428571429,0.21428571428571427,0.2,0.0
2021.0,2,16.0,8.0,5.5,9,2,5,3,0,0,0,2,0.14285714285714285,0.5714285714285714,0.0,0.0
2022.0,5,42.0,8.4,8.6,38,9,0,1,0,2,3,0,0.8888888888888888,0.0,0.4,0.0
2023.0,1,2.0,2.0,5.0,5,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2024.0,1,10.0,10.0,8.0,8,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
