Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,14,15276.0,1091.14,114.43,906,30,349,95,0,0,1,13,0.07651715039577836,0.9182058047493403,0.0,0.0
2016.0,5,531.0,106.2,14.6,55,8,55,25,0,0,0,5,0.1111111111111111,0.8571428571428571,0.0,0.0
2017.0,3,414.0,138.0,15.0,42,4,38,25,0,0,0,3,0.07142857142857142,0.8809523809523809,0.0,0.0
2018.0,1,8.0,8.0,5.0,5,2,2,2,0,0,0,1,0.25,0.25,0.0,0.0
2019.0,1,29.0,29.0,16.0,16,5,5,3,0,0,0,1,0.4,0.4,0.0,0.0
2020.0,6,24148.0,4024.67,390.0,1197,19,490,99,0,0,0,6,0.03536345776031434,0.9607072691552063,0.0,0.0
2021.0,1,32.0,32.0,16.0,16,5,4,3,0,0,0,1,0.4444444444444444,0.3333333333333333,0.0,0.0
2022.0,1,21.0,21.0,16.0,16,8,5,3,0,0,0,1,0.5384615384615384,0.3076923076923077,0.0,0.0
2023.0,2,37.0,18.5,12.5,18,12,1,2,0,0,1,1,0.8461538461538461,0.0,0.0,0.0
2024.0,3,40.0,13.33,170.33,503,13,105,69,0,0,0,3,0.1016949152542373,0.8813559322033898,0.0,0.0
