Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,6,93.0,15.5,5.83,20,7,0,1,0,5,1,0,0.8571428571428571,0.0,0.8333333333333334,0.0
2016.0,7,132.0,18.86,6.14,27,14,0,1,0,2,5,0,0.9285714285714286,0.0,0.2857142857142857,0.0
2017.0,13,233.0,17.92,6.0,43,26,1,2,0,2,10,1,0.9259259259259259,0.0,0.15384615384615385,0.0
2018.0,12,311.0,25.92,7.33,50,23,2,3,0,2,8,2,0.88,0.04,0.16666666666666666,0.0
2019.0,9,435.0,48.33,6.78,44,21,5,4,0,1,5,3,0.7692307692307693,0.15384615384615385,0.1111111111111111,0.0
2020.0,11,207.0,18.82,6.91,43,25,2,3,0,2,6,3,0.8888888888888888,0.037037037037037035,0.18181818181818182,0.0
2021.0,5,103.0,20.6,7.0,23,9,2,2,0,1,2,2,0.7272727272727273,0.09090909090909091,0.2,0.0
2022.0,6,75.0,12.5,8.0,32,13,1,2,0,1,4,1,0.8571428571428571,0.0,0.16666666666666666,0.0
2023.0,4,23.0,5.75,6.75,18,7,0,1,0,1,3,0,0.8571428571428571,0.0,0.25,0.0
2024.0,6,15.0,2.5,6.83,34,12,2,3,0,2,2,2,0.7857142857142857,0.07142857142857142,0.3333333333333333,0.0
