Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,3,88.0,29.33,7.0,19,8,0,1,0,1,2,0,0.875,0.0,0.3333333333333333,0.0
2016.0,6,77.0,12.83,7.0,32,13,10,4,0,1,2,3,0.5217391304347826,0.391304347826087,0.16666666666666666,0.0
2017.0,4,98.0,24.5,6.25,22,8,1,2,0,1,2,1,0.7777777777777778,0.0,0.25,0.0
2018.0,4,63.0,15.75,7.5,24,10,0,1,0,1,3,0,0.9,0.0,0.25,0.0
2019.0,6,176.0,29.33,5.5,27,12,2,3,0,1,3,2,0.7857142857142857,0.07142857142857142,0.16666666666666666,0.0
2020.0,2,48.0,24.0,5.5,10,3,0,1,0,1,1,0,0.6666666666666666,0.0,0.5,0.0
2021.0,2,22.0,11.0,10.5,20,6,1,2,0,0,1,1,0.7142857142857143,0.0,0.0,0.0
2022.0,2,18.0,9.0,5.5,10,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2023.0,1,3.0,3.0,7.0,7,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2024.0,3,6.0,2.0,5.67,15,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
