Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,48.0,24.0,7.0,14,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2016.0,5,365.0,73.0,6.0,20,17,1,2,0,0,4,1,0.8888888888888888,0.0,0.0,0.0
2017.0,3,99.0,33.0,4.67,11,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
2018.0,1,17.0,17.0,6.0,6,3,0,1,0,0,1,0,0.6666666666666666,0.0,0.0,0.0
2019.0,2,73.0,36.5,6.0,11,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2020.0,2,28.0,14.0,4.0,7,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2021.0,3,34.0,11.33,4.33,10,5,2,2,0,0,1,2,0.5714285714285714,0.14285714285714285,0.0,0.0
2022.0,1,10.0,10.0,5.0,5,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2023.0,4,59.0,14.75,5.75,20,10,4,3,0,0,2,2,0.6428571428571429,0.21428571428571427,0.0,0.0
2024.0,3,6.0,2.0,5.33,15,5,0,1,0,2,1,0,0.8,0.0,0.6666666666666666,0.0
