Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,6,28.0,4.67,1.33,3,6,0,1,4,2,0,0,0.8333333333333334,0,0.3333333333333333,0.6666666666666666
2016.0,1,3.0,3.0,1.0,1,1,0,1,1,0,0,0,0.0,0,0.0,1.0
2017.0,1,2.0,2.0,1.0,1,1,0,1,1,0,0,0,0.0,0,0.0,1.0
2018.0,2,27.0,13.5,2.5,5,3,0,1,1,0,1,0,0.6666666666666666,0,0.0,0.5
2019.0,7,59.0,8.43,1.71,9,9,0,1,4,2,1,0,0.8888888888888888,0,0.2857142857142857,0.5714285714285714
2020.0,3,12.0,4.0,1.0,2,3,0,1,3,0,0,0,0.6666666666666666,0,0.0,1.0
2021.0,3,8.0,2.67,1.0,1,3,0,1,3,0,0,0,0.6666666666666666,0,0.0,1.0
2022.0,3,9.0,3.0,1.33,4,3,0,1,2,1,0,0,0.6666666666666666,0,0.3333333333333333,0.6666666666666666
2023.0,3,4.0,1.33,1.0,1,3,0,1,3,0,0,0,0.6666666666666666,0,0.0,1.0
2024.0,2,1.0,0.5,1.5,3,2,0,1,1,1,0,0,0.5,0,0.5,0.5
