Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,56.0,11.2,9.6,22,13,0,1,0,0,5,0,0.9230769230769231,0.0,0.0,0.0
2016.0,2,7.0,3.5,8.0,14,8,0,1,0,0,2,0,0.875,0.0,0.0,0.0
2017.0,1,10.0,10.0,8.0,8,4,0,1,0,0,1,0,0.75,0.0,0.0,0.0
2018.0,8,111.0,13.88,8.0,36,27,4,4,0,0,6,2,0.8387096774193549,0.0967741935483871,0.0,0.0
2019.0,6,90.0,15.0,6.17,25,12,9,7,0,0,2,4,0.5238095238095238,0.38095238095238093,0.0,0.0
2020.0,5,240.0,48.0,7.6,22,13,10,6,0,0,1,4,0.5217391304347826,0.391304347826087,0.0,0.0
2021.0,7,169.0,24.14,8.14,42,24,6,4,0,0,4,3,0.7666666666666667,0.16666666666666666,0.0,0.0
2022.0,8,85.0,10.62,8.62,41,23,10,8,0,0,2,6,0.6666666666666666,0.2727272727272727,0.0,0.0
2023.0,10,90.0,9.0,9.1,46,31,15,8,0,0,3,7,0.6521739130434783,0.30434782608695654,0.0,0.0
2024.0,7,28.0,4.0,9.71,58,28,10,5,0,0,3,4,0.7105263157894737,0.23684210526315788,0.0,0.0
