Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,5,21.0,4.2,3.0,11,7,0,1,0,3,2,0,0.8571428571428571,0.0,0.6,0.0
2016.0,2,69.0,34.5,10.0,18,3,11,4,0,1,0,1,0.14285714285714285,0.7142857142857143,0.5,0.0
2017.0,1,6.0,6.0,4.0,4,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2018.0,3,12.0,4.0,3.0,5,3,0,1,0,3,0,0,0.6666666666666666,0.0,1.0,0.0
2019.0,1,10.0,10.0,4.0,4,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2020.0,1,2.0,2.0,4.0,4,3,0,1,0,0,1,0,0.6666666666666666,0.0,0.0,0.0
2021.0,1,5.0,5.0,4.0,4,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2022.0,1,2.0,2.0,4.0,4,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0
2023.0,1,4.0,4.0,6.0,6,2,0,1,0,0,1,0,0.5,0.0,0.0,0.0
2024.0,3,44.0,14.67,18.67,54,8,35,14,0,0,2,1,0.16279069767441862,0.7906976744186046,0.0,0.0
