Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,4,51.0,12.75,4.75,15,12,0,1,0,0,4,0,0.9166666666666666,0.0,0.0,0.0
2016.0,4,70.0,17.5,4.5,12,11,0,1,0,0,4,0,0.9090909090909091,0.0,0.0,0.0
2017.0,5,72.0,14.4,4.4,17,12,0,1,0,0,5,0,0.9166666666666666,0.0,0.0,0.0
2018.0,3,22.0,7.33,5.67,13,7,1,2,0,0,2,1,0.75,0.0,0.0,0.0
2019.0,2,22.0,11.0,4.5,7,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2020.0,2,18.0,9.0,3.5,6,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2021.0,2,17.0,8.5,4.5,7,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2022.0,6,16.0,2.67,6.17,26,22,5,5,0,0,3,3,0.7777777777777778,0.14814814814814814,0.0,0.0
2023.0,4,12.0,3.0,5.5,17,9,0,1,0,0,4,0,0.8888888888888888,0.0,0.0,0.0
2024.0,3,7.0,2.33,4.33,11,6,0,1,0,1,2,0,0.8333333333333334,0.0,0.3333333333333333,0.0
