Year,Número de publicaciones en el año,Número de citas en el año,Promedio de citas por publicación,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales,Número de instituciones internacionales,Número de regiones,Número de publicaciones individual,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año,Indice de colaboración nacional,Indice de colaboración internacional,Indice de publicaciones SOLO UAM,Indice de publicaciones personal
2015.0,2,54.0,27.0,7.0,12,4,0,1,0,0,2,0,0.75,0.0,0.0,0.0
2016.0,1,5.0,5.0,6.0,6,2,1,2,0,0,0,1,0.3333333333333333,0.0,0.0,0.0
2017.0,6,236.0,39.33,6.83,31,12,6,5,0,0,2,4,0.6111111111111112,0.2777777777777778,0.0,0.0
2018.0,5,99.0,19.8,6.2,22,11,7,5,0,0,0,5,0.5555555555555556,0.3333333333333333,0.0,0.0
2019.0,3,78.0,26.0,7.67,20,7,3,3,0,0,1,2,0.6,0.2,0.0,0.0
2020.0,2,13.0,6.5,6.0,11,5,1,2,0,0,1,1,0.6666666666666666,0.0,0.0,0.0
2021.0,6,26.0,4.33,6.83,32,17,1,2,0,0,5,1,0.8888888888888888,0.0,0.0,0.0
2022.0,3,34.0,11.33,6.33,17,8,2,3,0,0,1,2,0.7,0.1,0.0,0.0
2023.0,2,5.0,2.5,8.0,11,5,0,1,0,0,2,0,0.8,0.0,0.0,0.0
2024.0,2,3.0,1.5,5.5,9,4,1,2,0,0,1,1,0.6,0.0,0.0,0.0
