Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013853600,56013853600,2015.0,2,0,1.0,1,0,2,1,0,0,0
56013853600,56013853600,2016.0,2,0,4.0,7,0,5,3,0,0,0
56013853600,56013853600,2017.0,3,0,4.0,11,0,4,1,0,0,0
56013853600,56013853600,2018.0,3,0,5.33,12,0,11,8,0,0,0
56013853600,56013853600,2019.0,1,0,2.0,2,0,1,1,0,0,0
56013853600,56013853600,2020.0,6,0,4.33,22,0,13,6,0,0,0
56013853600,56013853600,2021.0,5,0,4.6,21,0,13,6,0,0,0
56013853600,56013853600,2022.0,4,0,5.5,19,0,13,5,0,0,0
56013853600,56013853600,2023.0,1,0,5.0,5,0,3,3,0,0,0
56013853600,56013853600,2024.0,4,0,4.75,14,0,7,2,0,0,0
