Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
12769453200,12769453200,2015.0,4,0,3.25,11,0,6,1,0,0,0
12769453200,12769453200,2016.0,4,0,7.0,24,0,16,4,0,0,0
12769453200,12769453200,2017.0,6,0,5.17,22,0,16,3,0,0,0
12769453200,12769453200,2018.0,2,0,2.0,2,0,2,1,0,0,0
12769453200,12769453200,2019.0,5,0,2.4,7,0,7,1,0,0,0
12769453200,12769453200,2020.0,7,0,3.14,12,0,14,1,0,0,0
12769453200,12769453200,2021.0,8,0,5.25,36,0,27,3,0,0,0
12769453200,12769453200,2022.0,6,0,10.5,53,0,43,14,0,0,0
12769453200,12769453200,2023.0,4,0,4.0,11,0,5,1,0,0,0
12769453200,12769453200,2024.0,5,0,4.2,15,0,19,2,0,0,0
