Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
15846930100,15846930100,2015.0,2,0,9.0,16,0,5,1,0,0,0
15846930100,15846930100,2016.0,5,0,7.4,28,0,14,3,0,0,0
15846930100,15846930100,2017.0,5,0,7.6,26,0,17,1,0,0,0
15846930100,15846930100,2018.0,1,0,5.0,5,0,2,2,0,0,0
15846930100,15846930100,2019.0,4,0,7.0,19,0,12,1,0,0,0
15846930100,15846930100,2020.0,3,0,7.0,18,0,9,3,0,0,0
15846930100,15846930100,2021.0,4,0,7.5,27,0,18,2,0,0,0
15846930100,15846930100,2022.0,1,0,4.0,4,0,3,1,0,0,0
15846930100,15846930100,2023.0,1,0,6.0,6,0,5,1,0,0,0
15846930100,15846930100,2024.0,2,0,7.5,14,0,6,1,0,0,0
