Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
"Marcos Esparza-Schulz, J.",56966711600.0,2015.0,1,0,5.0,5,0,2,1,0,0,0
"Marcos Esparza-Schulz, J.",56966711600.0,2023.0,1,0,4.0,4,0,1,1,0,0,0
