Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013603800,56013603800,2015.0,5,0,6.0,22,0,11,2,0,0,0
56013603800,56013603800,2016.0,5,0,5.0,18,0,9,1,0,0,0
56013603800,56013603800,2017.0,4,0,5.5,19,0,9,2,0,0,0
56013603800,56013603800,2018.0,7,0,6.57,28,0,20,2,0,0,0
56013603800,56013603800,2019.0,4,0,6.5,22,0,10,1,0,0,0
56013603800,56013603800,2020.0,3,0,6.33,19,0,6,1,0,0,0
56013603800,56013603800,2021.0,6,0,6.67,29,0,20,1,0,0,0
56013603800,56013603800,2022.0,6,0,5.33,25,0,14,1,0,0,0
56013603800,56013603800,2023.0,7,0,6.57,30,0,20,2,0,0,0
56013603800,56013603800,2024.0,3,0,5.67,15,0,10,1,0,0,0
