Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
35092022500,35092022500,2015.0,4,0,3.25,9,0,8,1,0,0,0
35092022500,35092022500,2016.0,1,0,4.0,4,0,3,1,0,0,0
35092022500,35092022500,2017.0,2,0,4.0,7,0,5,2,0,0,0
35092022500,35092022500,2018.0,3,0,4.0,9,0,10,2,0,0,0
35092022500,35092022500,2019.0,5,0,3.4,13,0,13,1,0,0,0
35092022500,35092022500,2020.0,1,0,5.0,5,0,3,1,0,0,0
35092022500,35092022500,2021.0,3,0,3.67,10,0,7,1,0,0,0
35092022500,35092022500,2022.0,2,0,3.5,6,0,6,1,0,0,0
35092022500,35092022500,2023.0,1,0,3.0,3,0,2,1,0,0,0
35092022500,35092022500,2024.0,2,0,3.0,3,0,4,1,0,0,0
