Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
6602576873,6602576873,2015.0,6,0,5.83,20,0,7,1,0,0,0
6602576873,6602576873,2016.0,7,0,6.14,27,0,14,1,0,0,0
6602576873,6602576873,2017.0,13,0,6.0,43,0,27,2,0,0,0
6602576873,6602576873,2018.0,12,0,7.33,50,0,25,3,0,0,0
6602576873,6602576873,2019.0,9,0,6.78,44,0,26,4,0,0,0
6602576873,6602576873,2020.0,11,0,6.91,43,0,27,3,0,0,0
6602576873,6602576873,2021.0,5,0,7.0,23,0,11,2,0,0,0
6602576873,6602576873,2022.0,6,0,8.0,32,0,14,2,0,0,0
6602576873,6602576873,2023.0,4,0,6.75,18,0,7,1,0,0,0
6602576873,6602576873,2024.0,6,0,6.83,34,0,14,3,0,0,0
