Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55993639400,55993639400,2015.0,3,0,7.0,19,0,8,1,0,0,0
55993639400,55993639400,2016.0,6,0,7.0,32,0,23,4,0,0,0
55993639400,55993639400,2017.0,4,0,6.25,22,0,9,2,0,0,0
55993639400,55993639400,2018.0,4,0,7.5,24,0,10,1,0,0,0
55993639400,55993639400,2019.0,6,0,5.5,27,0,14,3,0,0,0
55993639400,55993639400,2020.0,2,0,5.5,10,0,3,1,0,0,0
55993639400,55993639400,2021.0,2,0,10.5,20,0,7,2,0,0,0
55993639400,55993639400,2022.0,2,0,5.5,10,0,5,1,0,0,0
55993639400,55993639400,2023.0,1,0,7.0,7,0,2,1,0,0,0
55993639400,55993639400,2024.0,3,0,5.67,15,0,6,1,0,0,0
