Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55993680100,55993680100,2015.0,4,0,4.75,15,0,12,1,0,0,0
55993680100,55993680100,2016.0,4,0,4.5,12,0,11,1,0,0,0
55993680100,55993680100,2017.0,5,0,4.4,17,0,12,1,0,0,0
55993680100,55993680100,2018.0,3,0,5.67,13,0,8,2,0,0,0
55993680100,55993680100,2019.0,2,0,4.5,7,0,5,1,0,0,0
55993680100,55993680100,2020.0,2,0,3.5,6,0,4,1,0,0,0
55993680100,55993680100,2021.0,2,0,4.5,7,0,4,1,0,0,0
55993680100,55993680100,2022.0,6,0,6.17,26,0,27,5,0,0,0
55993680100,55993680100,2023.0,4,0,5.5,17,0,9,1,0,0,0
55993680100,55993680100,2024.0,3,0,4.33,11,0,6,1,0,0,0
