Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
7004260997,7004260997,2015.0,10,0,5.8,28,0,23,1,0,0,0
7004260997,7004260997,2016.0,15,0,4.87,34,0,29,1,0,0,0
7004260997,7004260997,2017.0,12,0,4.92,29,0,25,1,0,0,0
7004260997,7004260997,2018.0,10,0,5.6,23,0,20,2,0,0,0
7004260997,7004260997,2019.0,13,0,4.54,29,0,23,1,0,0,0
7004260997,7004260997,2020.0,12,0,5.0,23,0,25,1,0,0,0
7004260997,7004260997,2021.0,7,0,4.43,17,0,16,1,0,0,0
7004260997,7004260997,2022.0,14,0,4.86,30,0,28,1,0,0,0
7004260997,7004260997,2023.0,5,0,3.8,11,0,9,1,0,0,0
7004260997,7004260997,2024.0,7,0,4.14,17,0,15,1,0,0,0
