Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55995895600,55995895600,2015.0,4,0,6.75,23,0,10,1,0,0,0
55995895600,55995895600,2016.0,3,0,9.0,26,0,11,3,0,0,0
55995895600,55995895600,2017.0,5,0,11.0,43,0,21,2,0,0,0
55995895600,55995895600,2018.0,4,0,8.25,27,0,15,2,0,0,0
55995895600,55995895600,2019.0,6,0,9.5,48,0,19,4,0,0,0
55995895600,55995895600,2020.0,5,0,7.8,33,0,20,3,0,0,0
55995895600,55995895600,2021.0,6,0,11.0,55,0,25,2,0,0,0
55995895600,55995895600,2022.0,4,0,8.75,26,0,10,1,0,0,0
55995895600,55995895600,2023.0,2,0,9.0,17,0,7,1,0,0,0
55995895600,55995895600,2024.0,3,0,7.0,19,0,6,1,0,0,0
