Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
56013632700,56013632700,2015.0,2,0,6.0,12,0,7,2,0,0,0
56013632700,56013632700,2016.0,5,0,5.6,18,0,19,2,0,0,0
56013632700,56013632700,2017.0,1,0,5.0,5,0,4,1,0,0,0
56013632700,56013632700,2018.0,6,0,6.5,24,0,22,2,0,0,0
56013632700,56013632700,2019.0,4,0,5.75,12,0,15,3,0,0,0
56013632700,56013632700,2020.0,1,0,4.0,4,0,2,2,0,0,0
56013632700,56013632700,2021.0,2,0,5.0,9,0,6,1,0,0,0
56013632700,56013632700,2022.0,3,0,5.67,15,0,10,2,0,0,0
56013632700,56013632700,2023.0,2,0,6.5,12,0,4,1,0,0,0
56013632700,56013632700,2024.0,2,0,5.0,6,0,7,1,0,0,0
