Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
55659065100,55659065100,2015.0,3,0,6.67,15,0,5,1,0,0,0
55659065100,55659065100,2016.0,1,0,8.0,8,0,2,1,0,0,0
55659065100,55659065100,2017.0,2,0,8.0,16,0,5,1,0,0,0
55659065100,55659065100,2018.0,1,0,9.0,9,0,4,1,0,0,0
55659065100,55659065100,2019.0,3,0,7.67,16,0,5,1,0,0,0
55659065100,55659065100,2020.0,2,0,7.0,12,0,4,1,0,0,0
55659065100,55659065100,2021.0,2,0,10.0,19,0,9,1,0,0,0
55659065100,55659065100,2022.0,2,0,5.5,11,0,2,1,0,0,0
55659065100,55659065100,2023.0,2,0,7.5,14,0,5,1,0,0,0
55659065100,55659065100,2024.0,2,0,6.5,12,0,3,1,0,0,0
