Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
7103348371,7103348371,2015.0,2,0,6.5,8,0,6,1,0,0,0
7103348371,7103348371,2016.0,2,0,7.5,11,0,5,2,0,0,0
7103348371,7103348371,2017.0,2,0,7.0,12,0,5,1,0,0,0
7103348371,7103348371,2018.0,5,0,6.8,28,0,19,2,0,0,0
7103348371,7103348371,2019.0,3,0,9.67,24,0,15,4,0,0,0
7103348371,7103348371,2020.0,2,0,10.0,17,0,13,5,0,0,0
7103348371,7103348371,2021.0,2,0,12.0,21,0,8,3,0,0,0
7103348371,7103348371,2022.0,3,0,11.67,32,0,12,2,0,0,0
7103348371,7103348371,2023.0,1,0,11.0,11,0,3,1,0,0,0
7103348371,7103348371,2024.0,2,0,11.0,19,0,11,3,0,0,0
