Autor,Autor_ID,Año,Número de publicaciones en el año,Número de publicaciones individual,Número de autores promedio por artículo,Número de autores diferentes,Número de instituciones nacionales (No UAM),Número de instituciones internacionales,Número de regiones,Número de publicaciones Sólo UAM en el año,Número de publicaciones Nacional en el año,Número de publicaciones Internacional en el año
57194437346,57194437346,2015.0,7,0,5.71,30,0,12,2,0,0,0
57194437346,57194437346,2016.0,11,0,6.45,61,0,46,5,0,0,0
57194437346,57194437346,2017.0,8,0,4.25,20,0,42,2,0,0,0
57194437346,57194437346,2018.0,6,0,6.83,31,0,20,2,0,0,0
57194437346,57194437346,2019.0,7,0,6.14,36,0,19,2,0,0,0
57194437346,57194437346,2020.0,4,0,4.75,16,0,17,3,0,0,0
57194437346,57194437346,2021.0,4,0,4.5,14,0,15,5,0,0,0
57194437346,57194437346,2022.0,6,0,4.5,17,0,12,3,0,0,0
57194437346,57194437346,2023.0,4,0,6.0,22,0,22,2,0,0,0
57194437346,57194437346,2024.0,4,0,5.25,18,0,11,2,0,0,0
